activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,1497908,[],CHEMBL832299,Inhibition of human recombinant Mitogen activated protein kinase p38 alpha activity using ATP[gamma-33P] and EGFR 21mer-peptide,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)S(=O)(=O)n1c(N)nc2ccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)cc21,,,CHEMBL1143559,J. Med. Chem.,2005.0,"{'bei': '14.30', 'le': '0.28', 'lle': '3.10', 'sei': '6.40'}",CHEMBL434957,,CHEMBL434957,6.90,False,http://www.openphacts.org/units/Nanomolar,387762,=,1,True,=,,IC50,nM,,125.0,CHEMBL260,Homo sapiens,MAP kinase p38 alpha,9606,,,IC50,nM,UO_0000065,,125.0
,1499698,[],CHEMBL832299,Inhibition of human recombinant Mitogen activated protein kinase p38 alpha activity using ATP[gamma-33P] and EGFR 21mer-peptide,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)S(=O)(=O)n1c(N)nc2ccc(-c3[nH]c(-c4c(F)cccc4F)nc3-c3ccccc3)cc21,,,CHEMBL1143559,J. Med. Chem.,2005.0,"{'bei': '16.84', 'le': '0.32', 'lle': '3.10', 'sei': '7.79'}",CHEMBL364572,,CHEMBL364572,8.31,True,http://www.openphacts.org/units/Nanomolar,387942,=,1,True,=,,IC50,nM,,4.9,CHEMBL260,Homo sapiens,MAP kinase p38 alpha,9606,,,IC50,nM,UO_0000065,,4.9
,1499807,[],CHEMBL832299,Inhibition of human recombinant Mitogen activated protein kinase p38 alpha activity using ATP[gamma-33P] and EGFR 21mer-peptide,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)S(=O)(=O)n1c(N)nc2ccc(-c3[nH]cnc3-c3ccccc3)cc21,,,CHEMBL1143559,J. Med. Chem.,2005.0,"{'bei': '21.96', 'le': '0.42', 'lle': '5.12', 'sei': '7.85'}",CHEMBL192848,,CHEMBL192848,8.38,True,http://www.openphacts.org/units/Nanomolar,387966,=,1,True,=,,IC50,nM,,4.2,CHEMBL260,Homo sapiens,MAP kinase p38 alpha,9606,,,IC50,nM,UO_0000065,,4.2
,1499812,[],CHEMBL832299,Inhibition of human recombinant Mitogen activated protein kinase p38 alpha activity using ATP[gamma-33P] and EGFR 21mer-peptide,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)S(=O)(=O)n1c(N)nc2ccc(-c3[nH]cnc3-c3ccc(F)cc3)cc21.CS(=O)(=O)O.CS(=O)(=O)O,,,CHEMBL1143559,J. Med. Chem.,2005.0,"{'bei': '20.95', 'le': '0.41', 'lle': '4.97', 'sei': '7.84'}",CHEMBL192850,,CHEMBL1181821,8.37,False,http://www.openphacts.org/units/Nanomolar,387967,=,1,True,=,,IC50,nM,,4.3,CHEMBL260,Homo sapiens,MAP kinase p38 alpha,9606,,,IC50,nM,UO_0000065,,4.3
,1499817,[],CHEMBL832299,Inhibition of human recombinant Mitogen activated protein kinase p38 alpha activity using ATP[gamma-33P] and EGFR 21mer-peptide,B,,,BAO_0000190,BAO_0000357,single protein format,CCc1nc(-c2ccc(F)cc2)c(-c2ccc3nc(N)n(S(=O)(=O)C(C)C)c3c2)[nH]1.CS(=O)(=O)O,,,CHEMBL1143559,J. Med. Chem.,2005.0,"{'bei': '19.48', 'le': '0.38', 'lle': '4.37', 'sei': '7.81'}",CHEMBL191053,,CHEMBL1181756,8.33,False,http://www.openphacts.org/units/Nanomolar,387992,=,1,True,=,,IC50,nM,,4.7,CHEMBL260,Homo sapiens,MAP kinase p38 alpha,9606,,,IC50,nM,UO_0000065,,4.7
,1499822,[],CHEMBL832299,Inhibition of human recombinant Mitogen activated protein kinase p38 alpha activity using ATP[gamma-33P] and EGFR 21mer-peptide,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)c1nc(-c2ccc(F)cc2)c(-c2ccc3nc(N)n(S(=O)(=O)C(C)C)c3c2)[nH]1.CS(=O)(=O)O,,,CHEMBL1143559,J. Med. Chem.,2005.0,"{'bei': '18.90', 'le': '0.37', 'lle': '3.83', 'sei': '7.83'}",CHEMBL364925,,CHEMBL1184705,8.35,False,http://www.openphacts.org/units/Nanomolar,388015,=,1,True,=,,IC50,nM,,4.5,CHEMBL260,Homo sapiens,MAP kinase p38 alpha,9606,,,IC50,nM,UO_0000065,,4.5
,1499827,[],CHEMBL832299,Inhibition of human recombinant Mitogen activated protein kinase p38 alpha activity using ATP[gamma-33P] and EGFR 21mer-peptide,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)S(=O)(=O)n1c(N)nc2ccc(-c3[nH]c(C(C)(C)C)nc3-c3ccc(F)cc3)cc21.CS(=O)(=O)O.CS(=O)(=O)O,,,CHEMBL1143559,J. Med. Chem.,2005.0,"{'bei': '17.12', 'le': '0.33', 'lle': '3.10', 'sei': '7.31'}",CHEMBL193055,,CHEMBL1181832,7.80,False,http://www.openphacts.org/units/Nanomolar,387968,=,1,True,=,,IC50,nM,,15.9,CHEMBL260,Homo sapiens,MAP kinase p38 alpha,9606,,,IC50,nM,UO_0000065,,15.9
,1499832,[],CHEMBL832299,Inhibition of human recombinant Mitogen activated protein kinase p38 alpha activity using ATP[gamma-33P] and EGFR 21mer-peptide,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)S(=O)(=O)n1c(N)nc2ccc(-c3[nH]c(C(C)(C)C)nc3-c3ccc(F)cc3F)cc21.CS(=O)(=O)O,,,CHEMBL1143559,J. Med. Chem.,2005.0,"{'bei': '17.65', 'le': '0.35', 'lle': '3.52', 'sei': '7.83'}",CHEMBL363831,,CHEMBL404377,8.36,False,http://www.openphacts.org/units/Nanomolar,387993,=,1,True,=,,IC50,nM,,4.4,CHEMBL260,Homo sapiens,MAP kinase p38 alpha,9606,,,IC50,nM,UO_0000065,,4.4
,1499947,[],CHEMBL832299,Inhibition of human recombinant Mitogen activated protein kinase p38 alpha activity using ATP[gamma-33P] and EGFR 21mer-peptide,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)(C)c1nc(-c2ccc(F)cc2F)c(-c2ccc3nc(N)n(S(=O)(=O)C(C)(C)C)c3c2)[nH]1.CS(=O)(=O)O,,,CHEMBL1143559,J. Med. Chem.,2005.0,"{'bei': '17.06', 'le': '0.33', 'lle': '3.09', 'sei': '7.80'}",CHEMBL190514,,CHEMBL1181737,8.32,False,http://www.openphacts.org/units/Nanomolar,388016,=,1,True,=,,IC50,nM,,4.8,CHEMBL260,Homo sapiens,MAP kinase p38 alpha,9606,,,IC50,nM,UO_0000065,,4.8
,1499955,[],CHEMBL832299,Inhibition of human recombinant Mitogen activated protein kinase p38 alpha activity using ATP[gamma-33P] and EGFR 21mer-peptide,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)S(=O)(=O)n1c(N)nc2ccc(-c3[nH]c(-c4c(Cl)cccc4Cl)nc3-c3ccccc3)cc21.CS(=O)(=O)O,,,CHEMBL1143559,J. Med. Chem.,2005.0,"{'bei': '14.85', 'le': '0.30', 'lle': '1.58', 'sei': '7.33'}",CHEMBL192889,,CHEMBL1181823,7.82,True,http://www.openphacts.org/units/Nanomolar,387673,=,1,True,=,,IC50,nM,,15.3,CHEMBL260,Homo sapiens,MAP kinase p38 alpha,9606,,,IC50,nM,UO_0000065,,15.3
,1499961,[],CHEMBL832299,Inhibition of human recombinant Mitogen activated protein kinase p38 alpha activity using ATP[gamma-33P] and EGFR 21mer-peptide,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)S(=O)(=O)n1c(N)nc2ccc(-c3[nH]c(C4CCNCC4)nc3-c3ccccc3)cc21,,,CHEMBL1143559,J. Med. Chem.,2005.0,"{'bei': '18.44', 'le': '0.35', 'lle': '4.84', 'sei': '7.22'}",CHEMBL191113,,CHEMBL191113,8.57,False,http://www.openphacts.org/units/Nanomolar,387698,=,1,True,=,,IC50,nM,,2.7,CHEMBL260,Homo sapiens,MAP kinase p38 alpha,9606,,,IC50,nM,UO_0000065,,2.7
,1499966,[],CHEMBL832299,Inhibition of human recombinant Mitogen activated protein kinase p38 alpha activity using ATP[gamma-33P] and EGFR 21mer-peptide,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)CN1CCC(c2nc(-c3ccc4nc(N)n(S(=O)(=O)C(C)C)c4c3)c(-c3ccccc3)[nH]2)CC1,,,CHEMBL1143559,J. Med. Chem.,2005.0,"{'bei': '15.86', 'le': '0.30', 'lle': '3.16', 'sei': '7.52'}",CHEMBL371145,,CHEMBL371145,8.26,False,http://www.openphacts.org/units/Nanomolar,387719,=,1,True,=,,IC50,nM,,5.5,CHEMBL260,Homo sapiens,MAP kinase p38 alpha,9606,,,IC50,nM,UO_0000065,,5.5
,1499971,[],CHEMBL832299,Inhibition of human recombinant Mitogen activated protein kinase p38 alpha activity using ATP[gamma-33P] and EGFR 21mer-peptide,B,,,BAO_0000190,BAO_0000357,single protein format,CS(=O)(=O)O.CS(=O)(=O)O.Nc1nc2ccc(-c3[nH]c(-c4c(F)cccc4F)nc3-c3ccccc3)cc2n1S(=O)(=O)C1CCCC1,,,CHEMBL1143559,J. Med. Chem.,2005.0,"{'bei': '14.82', 'le': '0.28', 'lle': '1.96', 'sei': '7.22'}",CHEMBL193247,,CHEMBL1181840,7.70,False,http://www.openphacts.org/units/Nanomolar,387674,=,1,True,=,,IC50,nM,,19.9,CHEMBL260,Homo sapiens,MAP kinase p38 alpha,9606,,,IC50,nM,UO_0000065,,19.9
,1499976,[],CHEMBL832299,Inhibition of human recombinant Mitogen activated protein kinase p38 alpha activity using ATP[gamma-33P] and EGFR 21mer-peptide,B,,,BAO_0000190,BAO_0000357,single protein format,CN(C)S(=O)(=O)n1c(N)nc2ccc(-c3[nH]c(-c4c(F)cccc4F)nc3-c3ccccc3)cc21.CS(=O)(=O)O.CS(=O)(=O)O,,,CHEMBL1143559,J. Med. Chem.,2005.0,"{'bei': '15.45', 'le': '0.30', 'lle': '3.36', 'sei': '6.95'}",CHEMBL363852,,CHEMBL1184675,7.64,False,http://www.openphacts.org/units/Nanomolar,387699,=,1,True,=,,IC50,nM,,22.8,CHEMBL260,Homo sapiens,MAP kinase p38 alpha,9606,,,IC50,nM,UO_0000065,,22.8
,1499981,[],CHEMBL832299,Inhibition of human recombinant Mitogen activated protein kinase p38 alpha activity using ATP[gamma-33P] and EGFR 21mer-peptide,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)S(=O)(=O)n1c(N)nc2ccc(-c3c(-c4ccc(F)cc4)ncn3C)cc21,,,CHEMBL1143559,J. Med. Chem.,2005.0,"{'bei': '18.58', 'le': '0.36', 'lle': '4.27', 'sei': '8.02'}",CHEMBL193305,,CHEMBL193305,7.68,False,http://www.openphacts.org/units/Nanomolar,387740,=,1,True,=,,IC50,nM,,20.7,CHEMBL260,Homo sapiens,MAP kinase p38 alpha,9606,,,IC50,nM,UO_0000065,,20.7
,1512985,[],CHEMBL827996,Inhibition of Mitogen-activated protein kinase 14 (P38 alpha) at 100 uM ATP,B,,,BAO_0000190,BAO_0000357,single protein format,C[S+]([O-])c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,,,CHEMBL1139545,J. Med. Chem.,2005.0,"{'bei': '19.66', 'le': '0.38', 'lle': '2.74', 'sei': '12.65'}",CHEMBL10,SB-203580,CHEMBL10,7.42,False,http://www.openphacts.org/units/Nanomolar,392429,=,1,True,=,,IC50,nM,,38.0,CHEMBL260,Homo sapiens,MAP kinase p38 alpha,9606,,,IC50,nM,UO_0000065,,38.0
,1520955,[],CHEMBL833059,Inhibition of mitogen-activated protein kinase p38 alpha,B,,,BAO_0000190,BAO_0000357,single protein format,CCOCn1oc(=O)c(-c2ccc(F)cc2)c1-c1ccnc(Oc2ccccc2O)n1,,,CHEMBL1144394,Bioorg. Med. Chem. Lett.,2005.0,"{'bei': '14.97', 'le': '0.28', 'lle': '2.14', 'sei': '6.36'}",CHEMBL371491,,CHEMBL371491,6.34,False,http://www.openphacts.org/units/Nanomolar,395203,=,1,True,=,,IC50,nM,,460.0,CHEMBL260,Homo sapiens,MAP kinase p38 alpha,9606,,,IC50,nM,UO_0000065,,460.0
,1520974,[],CHEMBL833059,Inhibition of mitogen-activated protein kinase p38 alpha,B,,,BAO_0000190,BAO_0000357,single protein format,CCOCn1oc(=O)c(-c2ccc(F)cc2)c1-c1ccnc(Oc2cccc(O)c2)n1,,,CHEMBL1144394,Bioorg. Med. Chem. Lett.,2005.0,"{'bei': '14.84', 'le': '0.28', 'lle': '2.08', 'sei': '6.31'}",CHEMBL197399,,CHEMBL197399,6.28,False,http://www.openphacts.org/units/Nanomolar,395034,=,1,True,=,,IC50,nM,,520.0,CHEMBL260,Homo sapiens,MAP kinase p38 alpha,9606,,,IC50,nM,UO_0000065,,520.0
,1521102,[],CHEMBL833059,Inhibition of mitogen-activated protein kinase p38 alpha,B,,,BAO_0000190,BAO_0000357,single protein format,CCOCn1oc(=O)c(-c2ccc(F)cc2)c1-c1ccnc(N[C@@H](C)c2ccccc2)n1,,,CHEMBL1144394,Bioorg. Med. Chem. Lett.,2005.0,"{'bei': '16.29', 'le': '0.30', 'lle': '2.21', 'sei': '8.61'}",CHEMBL436102,,CHEMBL436102,7.08,False,http://www.openphacts.org/units/Nanomolar,395311,=,1,True,=,,IC50,nM,,84.0,CHEMBL260,Homo sapiens,MAP kinase p38 alpha,9606,,,IC50,nM,UO_0000065,,84.0
,1521107,[],CHEMBL833059,Inhibition of mitogen-activated protein kinase p38 alpha,B,,,BAO_0000190,BAO_0000357,single protein format,CCOCn1oc(=O)c(-c2ccc(F)cc2)c1-c1ccnc(N[C@H](C)c2ccccc2)n1,,,CHEMBL1144394,Bioorg. Med. Chem. Lett.,2005.0,"{'bei': '13.28', 'le': '0.25', 'lle': '0.90', 'sei': '7.02'}",CHEMBL366003,,CHEMBL366003,5.77,False,http://www.openphacts.org/units/Nanomolar,395420,=,1,True,=,,IC50,nM,,1700.0,CHEMBL260,Homo sapiens,MAP kinase p38 alpha,9606,,,IC50,nM,UO_0000065,,1700.0
,1521113,[],CHEMBL833059,Inhibition of mitogen-activated protein kinase p38 alpha,B,,,BAO_0000190,BAO_0000357,single protein format,O=CCn1oc(=O)c(-c2ccc(F)cc2)c1-c1ccnc(Oc2ccccc2)n1,,,CHEMBL1144394,Bioorg. Med. Chem. Lett.,2005.0,"{'bei': '18.70', 'le': '0.34', 'lle': '3.62', 'sei': '8.39'}",CHEMBL196369,,CHEMBL196369,7.32,False,http://www.openphacts.org/units/Nanomolar,395084,=,1,True,=,,IC50,nM,,48.0,CHEMBL260,Homo sapiens,MAP kinase p38 alpha,9606,,,IC50,nM,UO_0000065,,48.0
,1606450,[],CHEMBL881761,Inhibitory concentration against mitogen-activated protein kinase p38 alpha,B,,,BAO_0000190,BAO_0000357,single protein format,Fc1ccc(-c2ncoc2-c2ccncc2)cc1,,,CHEMBL1140406,J. Med. Chem.,2005.0,"{'bei': '24.29', 'le': '0.44', 'lle': '2.30', 'sei': '14.99'}",CHEMBL366007,,CHEMBL366007,5.84,False,http://www.openphacts.org/units/Nanomolar,401969,=,1,True,=,,IC50,nM,,1460.0,CHEMBL260,Homo sapiens,MAP kinase p38 alpha,9606,,,IC50,nM,UO_0000065,,1460.0
,1606451,[],CHEMBL881761,Inhibitory concentration against mitogen-activated protein kinase p38 alpha,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)n1c(=O)n(C)c2cc(-c3ocnc3-c3ccc(F)cc3)ccc21,,,CHEMBL1140406,J. Med. Chem.,2005.0,"{'bei': '21.41', 'le': '0.40', 'lle': '3.14', 'sei': '14.20'}",CHEMBL195016,,CHEMBL195016,7.52,False,http://www.openphacts.org/units/Nanomolar,401970,=,1,True,=,,IC50,nM,,30.0,CHEMBL260,Homo sapiens,MAP kinase p38 alpha,9606,,,IC50,nM,UO_0000065,,30.0
,1606452,[],CHEMBL881761,Inhibitory concentration against mitogen-activated protein kinase p38 alpha,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)n1nnc2ccc(-c3ocnc3-c3ccc(F)cc3)cc21,,,CHEMBL1140406,J. Med. Chem.,2005.0,"{'bei': '28.06', 'le': '0.51', 'lle': '4.58', 'sei': '15.94'}",CHEMBL196210,,CHEMBL196210,9.05,False,http://www.openphacts.org/units/Nanomolar,401971,=,1,True,=,,IC50,nM,,0.9,CHEMBL260,Homo sapiens,MAP kinase p38 alpha,9606,,,IC50,nM,UO_0000065,,0.9
,1606453,[],CHEMBL881761,Inhibitory concentration against mitogen-activated protein kinase p38 alpha,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)c1nnc2ccc(-c3ocnc3-c3ccc(F)cc3)cn12,,,CHEMBL1140406,J. Med. Chem.,2005.0,"{'bei': '25.75', 'le': '0.47', 'lle': '3.99', 'sei': '14.77'}",CHEMBL194322,,CHEMBL194322,8.30,True,http://www.openphacts.org/units/Nanomolar,401972,=,1,True,=,,IC50,nM,,5.0,CHEMBL260,Homo sapiens,MAP kinase p38 alpha,9606,,,IC50,nM,UO_0000065,,5.0
,1608328,[],CHEMBL880637,In vitro inhibitory activity against mitogen-activated protein kinase p38 alpha,B,,,BAO_0000190,BAO_0000357,single protein format,CCc1nc(-c2cccc(C)c2)c(-c2ccncc2)s1,,,CHEMBL1141086,J. Med. Chem.,2005.0,"{'bei': '27.90', 'le': '0.53', 'lle': '3.08', 'sei': '30.35'}",CHEMBL198334,,CHEMBL198334,7.82,False,http://www.openphacts.org/units/Nanomolar,402559,=,1,True,=,,IC50,nM,,15.0,CHEMBL260,Homo sapiens,MAP kinase p38 alpha,9606,,,IC50,nM,UO_0000065,,15.0
,1608331,[],CHEMBL880637,In vitro inhibitory activity against mitogen-activated protein kinase p38 alpha,B,,,BAO_0000190,BAO_0000357,single protein format,CCc1nc(-c2cccc(C)c2)c(-c2ccnc(C)c2)s1,,,CHEMBL1141086,J. Med. Chem.,2005.0,"{'bei': '24.71', 'le': '0.47', 'lle': '2.23', 'sei': '28.22'}",CHEMBL371209,,CHEMBL371209,7.28,False,http://www.openphacts.org/units/Nanomolar,402560,=,1,True,=,,IC50,nM,,53.0,CHEMBL260,Homo sapiens,MAP kinase p38 alpha,9606,,,IC50,nM,UO_0000065,,53.0
,1608334,[],CHEMBL880637,In vitro inhibitory activity against mitogen-activated protein kinase p38 alpha,B,,,BAO_0000190,BAO_0000357,single protein format,CCc1nc(-c2cccc(C)c2)c(-c2ccnc(F)c2)s1,,,CHEMBL1141086,J. Med. Chem.,2005.0,"{'bei': '23.55', 'le': '0.46', 'lle': '2.15', 'sei': '27.26'}",CHEMBL198922,,CHEMBL198922,7.03,False,http://www.openphacts.org/units/Nanomolar,402561,=,1,True,=,,IC50,nM,,94.0,CHEMBL260,Homo sapiens,MAP kinase p38 alpha,9606,,,IC50,nM,UO_0000065,,94.0
,1608337,[],CHEMBL880637,In vitro inhibitory activity against mitogen-activated protein kinase p38 alpha,B,,,BAO_0000190,BAO_0000357,single protein format,CCc1nc(-c2cccc(C)c2)c(-c2ccnc(N)c2)s1,,,CHEMBL1141086,J. Med. Chem.,2005.0,"{'bei': '26.06', 'le': '0.50', 'lle': '3.37', 'sei': '14.86'}",CHEMBL197983,,CHEMBL197983,7.70,False,http://www.openphacts.org/units/Nanomolar,402562,=,1,True,=,,IC50,nM,,20.0,CHEMBL260,Homo sapiens,MAP kinase p38 alpha,9606,,,IC50,nM,UO_0000065,,20.0
,1608340,[],CHEMBL880637,In vitro inhibitory activity against mitogen-activated protein kinase p38 alpha,B,,,BAO_0000190,BAO_0000357,single protein format,CCc1nc(-c2cccc(C)c2)c(-c2ccnc(Cl)c2)s1,,,CHEMBL1141086,J. Med. Chem.,2005.0,"{'bei': '21.03', 'le': '0.43', 'lle': '1.22', 'sei': '25.68'}",CHEMBL197776,,CHEMBL197776,6.62,False,http://www.openphacts.org/units/Nanomolar,402563,=,1,True,=,,IC50,nM,,240.0,CHEMBL260,Homo sapiens,MAP kinase p38 alpha,9606,,,IC50,nM,UO_0000065,,240.0
,1608343,[],CHEMBL880637,In vitro inhibitory activity against mitogen-activated protein kinase p38 alpha,B,,,BAO_0000190,BAO_0000357,single protein format,CCc1nc(-c2cccc(C)c2)c(-c2ccnc(NC(C)=O)c2)s1,,,CHEMBL1141086,J. Med. Chem.,2005.0,"{'bei': '22.48', 'le': '0.43', 'lle': '2.89', 'sei': '13.82'}",CHEMBL371920,,CHEMBL371920,7.58,False,http://www.openphacts.org/units/Nanomolar,402564,=,1,True,=,,IC50,nM,,26.0,CHEMBL260,Homo sapiens,MAP kinase p38 alpha,9606,,,IC50,nM,UO_0000065,,26.0
,1608349,[],CHEMBL880637,In vitro inhibitory activity against mitogen-activated protein kinase p38 alpha,B,,,BAO_0000190,BAO_0000357,single protein format,CCC(=O)Nc1cc(-c2sc(CC)nc2-c2cccc(C)c2)ccn1,,,CHEMBL1141086,J. Med. Chem.,2005.0,"{'bei': '22.92', 'le': '0.44', 'lle': '2.97', 'sei': '14.68'}",CHEMBL199160,,CHEMBL199160,8.06,False,http://www.openphacts.org/units/Nanomolar,402565,=,1,True,=,,IC50,nM,,8.8,CHEMBL260,Homo sapiens,MAP kinase p38 alpha,9606,,,IC50,nM,UO_0000065,,8.8
,1608355,[],CHEMBL880637,In vitro inhibitory activity against mitogen-activated protein kinase p38 alpha,B,,,BAO_0000190,BAO_0000357,single protein format,CCCC(=O)Nc1cc(-c2sc(CC)nc2-c2cccc(C)c2)ccn1,,,CHEMBL1141086,J. Med. Chem.,2005.0,"{'bei': '21.58', 'le': '0.41', 'lle': '2.41', 'sei': '14.37'}",CHEMBL197772,,CHEMBL197772,7.89,False,http://www.openphacts.org/units/Nanomolar,402566,=,1,True,=,,IC50,nM,,13.0,CHEMBL260,Homo sapiens,MAP kinase p38 alpha,9606,,,IC50,nM,UO_0000065,,13.0
,1608358,[],CHEMBL880637,In vitro inhibitory activity against mitogen-activated protein kinase p38 alpha,B,,,BAO_0000190,BAO_0000357,single protein format,CCc1nc(-c2cccc(C)c2)c(-c2ccnc(NC(=O)C3CCCCC3)c2)s1,,,CHEMBL1141086,J. Med. Chem.,2005.0,"{'bei': '19.98', 'le': '0.38', 'lle': '1.84', 'sei': '14.76'}",CHEMBL198383,,CHEMBL198383,8.10,False,http://www.openphacts.org/units/Nanomolar,402567,=,1,True,=,,IC50,nM,,7.9,CHEMBL260,Homo sapiens,MAP kinase p38 alpha,9606,,,IC50,nM,UO_0000065,,7.9
,1608364,[],CHEMBL880637,In vitro inhibitory activity against mitogen-activated protein kinase p38 alpha,B,,,BAO_0000190,BAO_0000357,single protein format,CCc1nc(-c2cccc(C)c2)c(-c2ccnc(NC(=O)Cc3ccccc3)c2)s1,,,CHEMBL1141086,J. Med. Chem.,2005.0,"{'bei': '19.95', 'le': '0.38', 'lle': '2.33', 'sei': '15.04'}",CHEMBL197581,,CHEMBL197581,8.25,False,http://www.openphacts.org/units/Nanomolar,402568,=,1,True,=,,IC50,nM,,5.6,CHEMBL260,Homo sapiens,MAP kinase p38 alpha,9606,,,IC50,nM,UO_0000065,,5.6
,1608370,[],CHEMBL880637,In vitro inhibitory activity against mitogen-activated protein kinase p38 alpha,B,,,BAO_0000190,BAO_0000357,single protein format,CCc1nc(-c2cccc(C)c2)c(-c2ccnc(NC(=O)CCc3ccccc3)c2)s1,,,CHEMBL1141086,J. Med. Chem.,2005.0,"{'bei': '18.92', 'le': '0.36', 'lle': '1.78', 'sei': '14.74'}",CHEMBL194201,,CHEMBL194201,8.09,False,http://www.openphacts.org/units/Nanomolar,402570,=,1,True,=,,IC50,nM,,8.1,CHEMBL260,Homo sapiens,MAP kinase p38 alpha,9606,,,IC50,nM,UO_0000065,,8.1
,1608376,[],CHEMBL880637,In vitro inhibitory activity against mitogen-activated protein kinase p38 alpha,B,,,BAO_0000190,BAO_0000357,single protein format,CCc1nc(-c2cccc(C)c2)c(-c2ccnc(NC(=O)c3ccccc3)c2)s1,,,CHEMBL1141086,J. Med. Chem.,2005.0,"{'bei': '20.40', 'le': '0.38', 'lle': '2.15', 'sei': '14.85'}",CHEMBL363648,TAK-715,CHEMBL363648,8.15,False,http://www.openphacts.org/units/Nanomolar,402571,=,1,True,=,,IC50,nM,,7.1,CHEMBL260,Homo sapiens,MAP kinase p38 alpha,9606,,,IC50,nM,UO_0000065,,7.1
,1608396,[],CHEMBL880637,In vitro inhibitory activity against mitogen-activated protein kinase p38 alpha,B,,,BAO_0000190,BAO_0000357,single protein format,CCc1nc(-c2cccc(Cl)c2)c(-c2ccnc(NC(=O)c3ccccc3)c2)s1,,,CHEMBL1141086,J. Med. Chem.,2005.0,"{'bei': '17.91', 'le': '0.35', 'lle': '1.18', 'sei': '13.71'}",CHEMBL194595,,CHEMBL194595,7.52,False,http://www.openphacts.org/units/Nanomolar,402572,=,1,True,=,,IC50,nM,,30.0,CHEMBL260,Homo sapiens,MAP kinase p38 alpha,9606,,,IC50,nM,UO_0000065,,30.0
,1608402,[],CHEMBL880637,In vitro inhibitory activity against mitogen-activated protein kinase p38 alpha,B,,,BAO_0000190,BAO_0000357,single protein format,CCc1nc(-c2ccccc2)c(-c2ccnc(NC(=O)c3ccccc3)c2)s1,,,CHEMBL1141086,J. Med. Chem.,2005.0,"{'bei': '19.48', 'le': '0.37', 'lle': '1.82', 'sei': '13.68'}",CHEMBL371188,,CHEMBL371188,7.51,False,http://www.openphacts.org/units/Nanomolar,402573,=,1,True,=,,IC50,nM,,31.0,CHEMBL260,Homo sapiens,MAP kinase p38 alpha,9606,,,IC50,nM,UO_0000065,,31.0
,1608408,[],CHEMBL880637,In vitro inhibitory activity against mitogen-activated protein kinase p38 alpha,B,,,BAO_0000190,BAO_0000357,single protein format,CCc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(=O)c3ccccc3)c2)s1,,,CHEMBL1141086,J. Med. Chem.,2005.0,"{'bei': '18.61', 'le': '0.35', 'lle': '1.68', 'sei': '13.68'}",CHEMBL425909,,CHEMBL425909,7.51,False,http://www.openphacts.org/units/Nanomolar,402574,=,1,True,=,,IC50,nM,,31.0,CHEMBL260,Homo sapiens,MAP kinase p38 alpha,9606,,,IC50,nM,UO_0000065,,31.0
,1608414,[],CHEMBL880637,In vitro inhibitory activity against mitogen-activated protein kinase p38 alpha,B,,,BAO_0000190,BAO_0000357,single protein format,CCc1nc(-c2cccc(C(F)(F)F)c2)c(-c2ccnc(NC(=O)c3ccccc3)c2)s1,,,CHEMBL1141086,J. Med. Chem.,2005.0,"{'bei': '15.53', 'le': '0.30', 'lle': '0.33', 'sei': '12.83'}",CHEMBL197517,,CHEMBL197517,7.04,False,http://www.openphacts.org/units/Nanomolar,402575,=,1,True,=,,IC50,nM,,91.0,CHEMBL260,Homo sapiens,MAP kinase p38 alpha,9606,,,IC50,nM,UO_0000065,,91.0
